"","obs_number","time","ID","date_time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","date","hour","weekday","week_of_year","days_since_start","is_inactive","potential_sleep_hour","after_midnight_activity"
"5236",41218,"10:57:04","1",2014-04-01 10:57:04.155,NA,NA,NA,NA,34.1840000152588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5237",358218,"10:57:04","1",2014-04-01 10:57:04.174,NA,NA,NA,NA,NA,NA,NA,11.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5238",470393,"10:57:15","1",2014-04-01 10:57:15.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5239",358410,"10:57:17","1",2014-04-01 10:57:17.405,NA,NA,NA,NA,NA,NA,NA,2.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5240",358512,"10:57:19","1",2014-04-01 10:57:19.437,NA,NA,NA,NA,NA,NA,NA,4.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5241",358619,"10:57:23","1",2014-04-01 10:57:23.479,NA,NA,NA,NA,NA,NA,NA,14.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5242",41219,"10:57:56","1",2014-04-01 10:57:56.111,NA,NA,NA,NA,2.41299986839294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5243",358712,"10:57:56","1",2014-04-01 10:57:56.131,NA,NA,NA,NA,NA,NA,NA,2.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5244",41220,"10:58:42","1",2014-04-01 10:58:42.176,NA,NA,NA,NA,103.603999853134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5245",358815,"10:58:42","1",2014-04-01 10:58:42.211,NA,NA,NA,NA,NA,NA,NA,3.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5246",236994,"10:58:45","1",2014-04-01 10:58:45.282,NA,NA,NA,NA,NA,NA,NA,NA,23.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5247",359023,"10:59:08","1",2014-04-01 10:59:08.448,NA,NA,NA,NA,NA,NA,NA,5.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5248",1637426,"10:59:13","1",2014-04-01 10:59:13.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.242,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5249",359223,"10:59:28","1",2014-04-01 10:59:28.71,NA,NA,NA,NA,NA,NA,NA,3.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5250",1870833,"10:59:31","1",2014-04-01 10:59:31.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.663,NA,NA,NA,2014-04-01,10,"Tuesday",13,11,FALSE,TRUE,TRUE
"5251",17175,"11:00:00","1",2014-04-01 11:00:00,NA,NA,NA,0.785123966942149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5252",359425,"11:00:24","1",2014-04-01 11:00:24.398,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5253",41221,"11:00:36","1",2014-04-01 11:00:36.423,NA,NA,NA,NA,7.08200001716614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5254",359513,"11:00:36","1",2014-04-01 11:00:36.526,NA,NA,NA,NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5255",41222,"11:00:48","1",2014-04-01 11:00:48.877,NA,NA,NA,NA,11.6029999256134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5256",359610,"11:00:48","1",2014-04-01 11:00:48.905,NA,NA,NA,NA,NA,NA,NA,11.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5257",41223,"11:01:24","1",2014-04-01 11:01:24.707,NA,NA,NA,NA,178.87700009346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5258",359710,"11:01:24","1",2014-04-01 11:01:24.763,NA,NA,NA,NA,NA,NA,NA,2.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5259",237003,"11:01:26","1",2014-04-01 11:01:26.838,NA,NA,NA,NA,NA,NA,NA,NA,66.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5260",359917,"11:02:33","1",2014-04-01 11:02:33.059,NA,NA,NA,NA,NA,NA,NA,3.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5261",1637435,"11:02:36","1",2014-04-01 11:02:36.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.041,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5262",360111,"11:02:50","1",2014-04-01 11:02:50.131,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5263",2337652,"11:02:51","1",2014-04-01 11:02:51.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.062,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5264",1870843,"11:03:03","1",2014-04-01 11:03:03.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.37,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5265",2337654,"11:03:44","1",2014-04-01 11:03:44.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.033,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5266",1870845,"11:03:55","1",2014-04-01 11:03:55.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5267",360615,"11:04:17","1",2014-04-01 11:04:17.799,NA,NA,NA,NA,NA,NA,NA,5.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5268",41224,"11:04:25","1",2014-04-01 11:04:25.996,NA,NA,NA,NA,23.8380000591278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5269",360712,"11:04:26","1",2014-04-01 11:04:26.033,NA,NA,NA,NA,NA,NA,NA,3.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5270",1404038,"11:04:29","1",2014-04-01 11:04:29.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.024,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5271",360910,"11:04:36","1",2014-04-01 11:04:36.088,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5272",237015,"11:04:38","1",2014-04-01 11:04:38.095,NA,NA,NA,NA,NA,NA,NA,NA,11.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5273",41225,"11:06:11","1",2014-04-01 11:06:11.019,NA,NA,NA,NA,126.006999969482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5274",237016,"11:06:11","1",2014-04-01 11:06:11.048,NA,NA,NA,NA,NA,NA,NA,NA,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5275",361210,"11:06:27","1",2014-04-01 11:06:27.092,NA,NA,NA,NA,NA,NA,NA,7.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5276",937233,"11:06:34","1",2014-04-01 11:06:34.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.93,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5277",937234,"11:08:44","1",2014-04-01 11:08:44.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.006,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5278",237020,"11:08:47","1",2014-04-01 11:08:47.638,NA,NA,NA,NA,NA,NA,NA,NA,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5279",937236,"11:09:04","1",2014-04-01 11:09:04.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.805,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5280",237022,"11:11:13","1",2014-04-01 11:11:13.499,NA,NA,NA,NA,NA,NA,NA,NA,27.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5281",361814,"11:11:40","1",2014-04-01 11:11:40.69,NA,NA,NA,NA,NA,NA,NA,2.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5282",361913,"11:18:49","1",2014-04-01 11:18:49.993,NA,NA,NA,NA,NA,NA,NA,4.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5283",362011,"11:23:05","1",2014-04-01 11:23:05.917,NA,NA,NA,NA,NA,NA,NA,4.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5284",41226,"11:23:05","1",2014-04-01 11:23:05.927,NA,NA,NA,NA,25.9530000686646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5285",362110,"11:23:10","1",2014-04-01 11:23:10.295,NA,NA,NA,NA,NA,NA,NA,21.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5286",362221,"11:24:08","1",2014-04-01 11:24:08.424,NA,NA,NA,NA,NA,NA,NA,5.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5287",41227,"11:24:08","1",2014-04-01 11:24:08.453,NA,NA,NA,NA,24.1849999427795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5288",362313,"11:24:13","1",2014-04-01 11:24:13.48,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5289",2337674,"11:24:14","1",2014-04-01 11:24:14.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.032,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5290",1870865,"11:24:26","1",2014-04-01 11:24:26.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.974,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5291",1870866,"11:26:19","1",2014-04-01 11:26:19.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.661,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5292",41228,"11:26:19","1",2014-04-01 11:26:19.497,NA,NA,NA,NA,312.662000179291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5293",1870867,"11:33:04","1",2014-04-01 11:33:04.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.071,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5294",41229,"11:33:04","1",2014-04-01 11:33:04.605,NA,NA,NA,NA,185.071000099182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5295",1870868,"11:37:05","1",2014-04-01 11:37:05.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.801,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5296",41230,"11:37:05","1",2014-04-01 11:37:05.303,NA,NA,NA,NA,303.392000198364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5297",362915,"11:41:05","1",2014-04-01 11:41:05.104,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5298",2337680,"11:41:07","1",2014-04-01 11:41:07.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.057,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5299",237036,"11:41:24","1",2014-04-01 11:41:24.167,NA,NA,NA,NA,NA,NA,NA,NA,18.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5300",363210,"11:41:42","1",2014-04-01 11:41:42.352,NA,NA,NA,NA,NA,NA,NA,3.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5301",1637468,"11:41:45","1",2014-04-01 11:41:45.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.311,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5302",1637469,"11:42:37","1",2014-04-01 11:42:37.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.201,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5303",41231,"11:42:37","1",2014-04-01 11:42:37.72,NA,NA,NA,NA,10.2190001010895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5304",1637470,"11:43:29","1",2014-04-01 11:43:29.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.165,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5305",41232,"11:43:29","1",2014-04-01 11:43:29.78,NA,NA,NA,NA,205.203999996185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5306",363610,"11:44:03","1",2014-04-01 11:44:03.946,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5307",1870877,"11:44:06","1",2014-04-01 11:44:06.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5308",41233,"11:47:50","1",2014-04-01 11:47:50.391,NA,NA,NA,NA,536.489000082016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5309",1870878,"11:47:50","1",2014-04-01 11:47:50.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.068,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5310",363915,"11:47:57","1",2014-04-01 11:47:57.469,NA,NA,NA,NA,NA,NA,NA,2.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5311",1637475,"11:47:59","1",2014-04-01 11:47:59.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.249,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5312",364110,"11:48:53","1",2014-04-01 11:48:53.785,NA,NA,NA,NA,NA,NA,NA,5.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5313",2337692,"11:48:58","1",2014-04-01 11:48:58.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.162,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5314",1637478,"11:50:37","1",2014-04-01 11:50:37.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.492,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5315",364451,"11:51:31","1",2014-04-01 11:51:31.845,NA,NA,NA,NA,NA,NA,NA,14.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5316",364515,"11:51:45","1",2014-04-01 11:51:45.944,NA,NA,NA,NA,NA,NA,NA,3.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5317",1870886,"11:51:48","1",2014-04-01 11:51:48.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.074,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5318",364716,"11:52:08","1",2014-04-01 11:52:08.072,NA,NA,NA,NA,NA,NA,NA,3.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5319",1637483,"11:52:11","1",2014-04-01 11:52:11.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.046,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5320",364911,"11:52:21","1",2014-04-01 11:52:21.173,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5321",2337700,"11:52:22","1",2014-04-01 11:52:22.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5322",2337701,"11:52:23","1",2014-04-01 11:52:23.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.066,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5323",237057,"11:52:38","1",2014-04-01 11:52:38.259,NA,NA,NA,NA,NA,NA,NA,NA,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5324",365314,"11:52:41","1",2014-04-01 11:52:41.289,NA,NA,NA,NA,NA,NA,NA,2.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5325",1637489,"11:52:43","1",2014-04-01 11:52:43.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.019,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5326",365511,"11:52:48","1",2014-04-01 11:52:48.342,NA,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5327",237061,"11:52:52","1",2014-04-01 11:52:52.361,NA,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5328",365711,"11:52:54","1",2014-04-01 11:52:54.368,NA,NA,NA,NA,NA,NA,NA,2.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5329",237063,"11:52:56","1",2014-04-01 11:52:56.388,NA,NA,NA,NA,NA,NA,NA,NA,2.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5330",365913,"11:52:58","1",2014-04-01 11:52:58.424,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5331",366017,"11:53:00","1",2014-04-01 11:53:00.434,NA,NA,NA,NA,NA,NA,NA,1.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5332",2337711,"11:53:01","1",2014-04-01 11:53:01.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.068,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5333",1870902,"11:53:16","1",2014-04-01 11:53:16.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.309,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5334",41234,"11:57:30","1",2014-04-01 11:57:30.63,NA,NA,NA,NA,24.1049997806549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5335",1870903,"11:57:30","1",2014-04-01 11:57:30.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.003,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5336",366410,"11:57:31","1",2014-04-01 11:57:31.65,NA,NA,NA,NA,NA,NA,NA,7.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5337",1637500,"11:57:38","1",2014-04-01 11:57:38.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.98,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5338",1637501,"11:58:34","1",2014-04-01 11:58:34.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.096,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5339",41235,"11:58:34","1",2014-04-01 11:58:34.944,NA,NA,NA,NA,7.37100005149841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5340",366726,"11:58:38","1",2014-04-01 11:58:38.979,NA,NA,NA,NA,NA,NA,NA,3.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5341",41236,"11:59:39","1",2014-04-01 11:59:39.246,NA,NA,NA,NA,9.02499985694885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5342",1637503,"11:59:39","1",2014-04-01 11:59:39.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.016,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5343",1637504,"11:59:58","1",2014-04-01 11:59:58.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.779,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5344",41237,"11:59:59","1",2014-04-01 11:59:59.006,NA,NA,NA,NA,12.816999912262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,11,"Tuesday",13,11,FALSE,FALSE,TRUE
"5345",62,"12:00:00","1",2014-04-01 12:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,12,"Tuesday",13,11,FALSE,FALSE,TRUE
